content,hotel,stars,title
"Estimado josenemina, muchísimas gracias por su bello comentario. Es cierto que el ambiente artístico y literario está muy presente en el hotel. Aunando productos de calidad y una buena atención al cliente, servimos al mismo tiempo de plataforma cultural para aquellos que deseen disfrutar de la pintura, escultura y una buena selección de libros. Esperamos darles la bienvenida pronto!! Gracias de nuevo por elegirnos!!",El Ladron de Agua,"4,5 de 5 burbujas","Más que un hotel, un símbolo de la cultura Granadina"
"Estimado FamNomade, muchas gracias por elegirnos y por su estupendo comentario. Estamos encantados de que le haya gustado tanto nuestra decoración y el ambiente artístico que nos diferencia. Sentimos si hubo algo de ruido durante el fin de semana, en recepción estamos a su disposición 24h para hacer su estancia más agradable. Vuelvan pronto!!",El Ladron de Agua,"4,5 de 5 burbujas","Atractiva mezcla de estilo morisco y moderno, excelente ubicacion"
"Establecimiento con un mantenimiento de sus instalaciones pésimo. Cambio de habitación 3 veces para una estancia de 2 noches. Baños que se inundan constantemente, humedades, pintura de paredes mal conservada, mobiliario deteriorado. Una experiencia terrible. Su único punto positivo es la situación.",Eurostars Gran Vía,4 de 5 burbujas,Pizzería Mamma Mía
Esta Pizzería está situada en el bajo del edificio y no creo que vaya en consonancia con el Hotel.,Eurostars Gran Vía,4 de 5 burbujas,"Está más o menos bien, pero le falta una vuelta para ser un cinco estrellas"
"Estimado Pierrenodoyunabcn, gracias por su detallado comentario. Lamentamos que las vistas a la Alhambra no hayan sido de su agrado y que la disposición de nuestra casa del S. XVI no cumpliera sus expectativas. Es una casa catalogada, con los artesonados y vigas originales que conforman la estructura original, y no se pueden alterar. Nuestro querido barrio del Albayzin, siendo Patrimonio de la Humanidad tiene el acceso en coche restringido, y por ello no hay parkings en la zona del Albayzin. Tenemos los permisos de tráfico para que nuestros huéspedes puedan acceder hasta la misma puerta si así lo desean, sin embargo recomendamos llegar en taxi o andando tras dejar el coche, para evitar tener que dar la vuelta y salir del barrio para poder aparcar. Para facilitar su llegada mandamos instrucciones de cómo llegar y la situación de los parkings cercanos, tambien el parking con el que tenemos un acuerdo dándole a nuestros huéspedes un precio especial. Respecto a nuestra selección de amenities para las habitaciones, Molton Brown es una prestigiosa marca que ofrece productos de primera calidad, dispone también de crema corporal, lustra zapatos, gorro de ducha y otro amenities bajo petición como kit de afeitado, costurero,esponja o kit dental. Nuestro servicio de recepción está a su disposición las 24h para ofrecerles la mejor estancia posible, sólo nos tiene que avisar de lo que necesita. Estamos encantados de que disfrutara de las gratuidades en nuestra biblioteca (ordenador de clientes, prensa, té e infusiones de 12h a 23h y vino manzanilla de 19 a 21h) y esperamos darle de nuevo la bienvenida muy pronto!!Muchas gracias por elegirnos!!",El Ladron de Agua,"4,5 de 5 burbujas",antiguo palacete rehabilitado en pleno centro de Granada.
"Estimada Elia,",NH Collection Granada Victoria,"4,5 de 5 burbujas",HOTEL CENTRICO EN GRANADA PARA DISFRUTAR DE LA CIUDAD
"Estimado cliente,",NH Collection Granada Victoria,"4,5 de 5 burbujas",Fantástico!
"hotel bien situado, con habitaciones cómodas y el régimen de M Pensión, sin ninguna queja. ",Reina Cristina Hotel,4 de 5 burbujas,Ubicación inmejorable
"Muchísimas gracias por sus comentarios, ha vuelto a ser un placer tenerle de nuevo, esta vez con su familia. Esperamos siga viniendo muchas más veces y estar aquí para poder saludarle, clientes como usted nos alegran también a nosotros nuestro día. Es verdad que en el hotel hay un equipo fantástico que hacen todo lo posible por crear buenas experiencias a nuestros huéspedes y comentarios como el suyo nos confirman que son muchas las veces que lo conseguimos, gracias por hácérnoslo saber. ",NH Collection Granada Victoria,"4,5 de 5 burbujas",GRACIAS
"Elegimos este hotel por la relación precio/ubicación y la verdad es que no nos decepcionó. Está en pleno centro, cerca de absolutamente todo lo que quieras visitar.",Reina Cristina Hotel,4 de 5 burbujas,5 días de relax
"Perfecta ubicación para visitar el centro de Granada con todos sus monumentos, personal de recepción para mi lo mejor del hotel super amables con ganas de ayudar a pesar de su juventud.",Eurostars Gran Vía,4 de 5 burbujas,Muy bien.
"El hotel muy céntrico, la ubicación inmejorable. No tiene parking propio y lo tienes que meter en un parking público que tiene concertado el hotel y cuesta 18€   por día. Lugares donde es obligatorio hacer parada para tapear: Bar Ávila y probar la tapa de jamón asado, en la calle Navas probar las tapas del bar El enganche, en el bar «Apartamento 43» el sushi lo sirven exquisito, en el bar La Bella &la bestia probar su mini burguer, en el bar El Origen situado en la calle Elvira la bebida con la tapa por 1,50€ y esta riquísima y la camarera súper simpática.",Reina Cristina Hotel,4 de 5 burbujas,viaje del puente
"Querida Maria José, siempre es un placer recibirla en nuestra casa, que ya también es la suya. Muchísimas gracias por su comentario. Todo el equipo del Ladrón de Agua agradece sus amables palabras, estamos muy contentos de que haya disfrutado tanto de su estancia y esperamos volver a darle la bienvenida pronto!! ",El Ladron de Agua,"4,5 de 5 burbujas",MÁGICO
"En general es un buen hotel, y con buena ubicación, pero le fallan cosas que no son propias en un hotel de cinco estrellas. En mi caso particular, en mi habitación la cadena se quedaba enganchada, la manguera de la ducha tenía una fuga y salía el agua a toda presión hacia los lados, y el aire acondicionado hacía un ruido bastante molesto. Estas pequeñas cosas en un hotel de tres estrellas son asumibles, en uno de cinco molestan bastante.",Eurostars Gran Vía,4 de 5 burbujas,Ni por asomo es un hotel 5 estrellas
"Estimado Carlos,",El Ladron de Agua,"4,5 de 5 burbujas",Muy buen hotel en Granada
estuvimos el día 4 y el trato fue fenomenal nos encontramos muy bien atendidos en todo .,Reina Cristina Hotel,4 de 5 burbujas,Comodo y centrico!
"Estimada 997luna, gracias por su comentario. Lamentamos que no disfrutara de su estancia tanto como esperaba. Nuestro equipo de recepción está disponible 24h para atendenderla y proporcionarle una estancia agradable, hubiéramos estado encantados de ayudarla!!. Hemos revisado la maquinaria de climatización y el aislamiento acústico, muchas gracias!! Nos alegramos de que le gustara el hotel y todo el equipo agradece sus amables palabras, estamos aquí para ayudar!! Esperamos darle la bienvenida de nuevo muy pronto!!",El Ladron de Agua,"4,5 de 5 burbujas",Tan bonito como ruidoso.
Reservé con meses de anticipación. Él check in muy rápido y excelente atención.,Eurostars Gran Vía,4 de 5 burbujas,"Colmado de mucha historia, se siente en el ambiente"
"Es un sitio maravilloso,  situado en el centro lo que facilita trasladarte fácilmente, excelente calidad y seguro, puedes observar el esperado cuido a la edificación y una limpieza increíble. A recomendación con anticipación realice el check in, el personal es amable y te hacen sentir en casa, te lo recomiendo.",Eurostars Gran Vía,4 de 5 burbujas,un lugar genial para quedarse
"Sin conocer no se aprecia el lugar, sabiéndolo un estremecimiento te recorre el cuerpo ¡Aquí raptaron a Federico García Lorca para asesinarlo vil y cruelmente! ",Reina Cristina Hotel,4 de 5 burbujas,Encantados con el hotel
"Muy buena experiencia. Tiene buena limpieza. La ubicación del hotel es inmejorable, en el centro de Granada. La atención del personal magnífica, WIFI gratis. Perfecto para pasar unos días en Granada. Repito seguro!",Reina Cristina Hotel,4 de 5 burbujas,Echamos de menos a Federico
"Situado en el mismísimo centro de Granaaaaaaaaa. Todo a tiro de piedra. Acogedor, buen trato, personal de servicio encantador. Limpieza en todo el hotel. Buen restaurante y buena cafetería. El único inconveniente es el acceso con automóvil, solucionado por el hotel con un garaje próximo.",Reina Cristina Hotel,4 de 5 burbujas,hotel centrico
"Estimada Victoria,",NH Collection Granada Victoria,"4,5 de 5 burbujas",Estupendo
"Estimado PabloRamoni,",NH Collection Granada Victoria,"4,5 de 5 burbujas",Excelencia en Granada
"Estimado Juan Antonio,",NH Collection Granada Victoria,"4,5 de 5 burbujas",Inmejorable opción para ir a Granada
"Hotel muy acogedor,personal muy agradable desde recepción hasta la dirección muy atentos. Instalaciones y Hotel muy bonito cerca de las playas vistas muy bonitas, es la cuarta vez que voy este año y siempre salgo encantada, lo recomiendo.",Reina Cristina Hotel,4 de 5 burbujas,"Hotel céntrico, con todos los servicios."
"Estimado Antonio,",NH Collection Granada Victoria,"4,5 de 5 burbujas",Inolvidable
"No parece un 5 estrellas, sí 4, pero es precioso. La gente muy amable, muy bien situado, habitaciones modernas y muy acogedoras. Quizás poca intimidad en el baño pq está abierto... Pero nos gustó y volveremos.",Eurostars Gran Vía,4 de 5 burbujas,Hotel de ensueño
"Me decepcionó. Si vas a un 5 estrellas te esperas otra cosa. El precio es alto para tener una habitación poco moderna con camas normales. Nada excepcional, que es lo que esperas. Yo he pasado un frio tremendo en la habitación y aunque me quejé, pasé frio. La situación es muy buena y céntrica y  el desayuno tambien está bien y el servicio correcto",Eurostars Gran Vía,4 de 5 burbujas,Bien en general
"Hotel situado en pleno centro, de muy buena calidad, bastante nuevo y bien cuidado. La habitacion muy amplia, y con detalles propios de un cinco estrellas, aunque su precio fuera bastante inferior. Recomendable",Eurostars Gran Vía,4 de 5 burbujas,Lindo hotel y gran ubicación!
"Estamos disfrutando de San Valentín en este estupendo Hotel con detalle incluido de felicitación un lujazo, la habitación, amabilidad y ubicación perfecta en todo centro, vía de Colon rodeado de bares de tapas, el barrio de Albaicin y el Sacromonte ",Eurostars Gran Vía,4 de 5 burbujas,Regular. No es un 5 estrellas
"Habitacion suite Junior con terraza y vistas a la Alhambra, espectacular, recepción muy buena, gente encantadora, volveré a este hotel siempre q venga a Granada, situación buenísima, hay q conocerlo, con spa y prácticamente todos los servicios.",Eurostars Gran Vía,4 de 5 burbujas,Excelente relacion calidad/precio
"Estimada Manuela,",NH Collection Granada Victoria,"4,5 de 5 burbujas",inolvidable
"Hotel antiguo, pero reformado, su ubicación es muy buena, está muy céntrico, lo malo es que no tiene parking, y además está en zona de residentes, por lo que no puedes llegar en coche.",Reina Cristina Hotel,4 de 5 burbujas,Excelente
"Estimado huésped,",NH Collection Granada Victoria,"4,5 de 5 burbujas",Disfrutar del centro de la ciudad en un buen hotel.
"Querido JoseMig, muchísimas gracias por su comentario!! la calidad de nuestros productos, la atención al cliente y hacerles sentir como en casa son nuestras prioridades. Todo el equipo del Ladrón de Agua le agradecemos sus amables palabras y estamos encantados de que hayan disfrutado tanto de su estancia. esperamos verlos pronto de nuevo!!",El Ladron de Agua,"4,5 de 5 burbujas",Excelente
"Querida Paloma, muchas gracias por su amable comentario, estamos encantados de que disfrutara de su estancia. Es una lástima que no nos informara que quería desayuno porque, aunque comienza a las 08h, se lo podíamos haber preparado antes, no hay problema!! Gracias por elegirnos y esperamos darles la bienvenida de nuevo muy pronto!!",El Ladron de Agua,"4,5 de 5 burbujas",Mucho encanto
"Estimado Luis, muchísimas gracias!!! Todo el equipo del Ladrón de Agua agradecemos sus amables palabras. Para nosotros lo más importante es su confort y hacerles sentir como en casa!! Esperamos volver a recibirles pronto!! Gracias de nuevo!!",El Ladron de Agua,"4,5 de 5 burbujas",Volveremos a vernos ¡¡¡¡
"Estimado huésped,",NH Collection Granada Victoria,"4,5 de 5 burbujas",Buen Hotel para visitar Granada 
"Estimado huésped,",NH Collection Granada Victoria,"4,5 de 5 burbujas","Buen hotel, excelentemente ubicado"
"Estimada Mjrangali,",NH Collection Granada Victoria,"4,5 de 5 burbujas",Excelente
"Estimado Josemacaba, gracias por su fantástica valoración!! Estamos encantados de que disfrutaran tanto de su estancia; un huésped satisfecho es nuestra mejor recompensa!! Vuelvan pronto!!",El Ladron de Agua,"4,5 de 5 burbujas",Excelente Hotel
"Estimado Feralo1966, muchísimas gracias por su comentario!! Estamos encantados de que disfrutaran tanto, vuelvan pronto!! Gracias otra vez!!",El Ladron de Agua,"4,5 de 5 burbujas",Impecable
"Personal amable y eficiente. Las habitaciones que dan a la Gran Vía muy ruidosas. No están insonorizadas. Las que son laterales, muy frías. Sistema calefacción anticuado. El Hotel huele a tubería(día y noche) desde la entrada, pasando por los pasillos y el remate fue que hasta en la habitación. No utilizamos la ducha porque nos dio asco de deteriorada que estaba, ya ni hablemos del extractor del baño, lleno de polvo y suciedad. No volveremos y aconsejamos que si se quiere tener un buen recuerdo de Granada (que es preciosa), no alojarse en este Hotel!!",Eurostars Gran Vía,4 de 5 burbujas,Desayuno lamentable
